lead_id,created_at,customer_id,company_name_raw,industry_raw,province_raw,source_channel_raw,campaign_id,product_interest_id,inquiry_type,company_size_band,pages_viewed_30d,form_completeness_pct,requested_quote_flag,requested_sample_flag,budget_status,purchase_timeline_days,assigned_sales_id,lifecycle_status_raw,lost_reason_raw,expected_value_vnd,email,phone
L000643,2026-06-04 12:46:00,C0051,Solutions Bio Factory,Electronics,Ho Chi Minh City,Facebook Ads,MC009,P001,Price Request,50-249,1,56,0,0,Approved,60,E102,Qualified,No Response,19000000.0,solutions61@company.vn,0916593738
L000644,2026-06-24 17:23:00,C0001,Green Asia Vietnam,Food & Beverage,Ho Chi Minh City,Facebook Ads,MC009,P001,Technical Inquiry,50-249,4,86,0,1,Under Review,90,E102,Disqualified,No Budget,13450000.0,green62@company.vn,
L000645,2026-06-27 10:13:00,C0022,Bio Green Factory,Electronics,Ha Noi,Facebook Ads,MC009,P001,Distributor Inquiry,50-249,6,53,0,0,Approved,30,E103,Quoted,Project Delayed,17100000.0,bio63@company.vn,0995986836
L000646,2026-06-29 14:38:00,C0032,Bio Industrial Vietnam,Industrial Manufacturing,Ho Chi Minh City,Facebook Ads,MC009,P024,Product Recommendation,50-249,1,45,0,0,No Budget,30,E103,Disqualified,No Response,128550000.0,,0921302837
L000647,2026-07-02 08:03:00,C0009,Tech Tech Factory,Pharmaceutical,Dong Nai,Facebook,MC009,P022,Product Recommendation,50-249,3,72,0,0,Approved,30,E102,Quoted,Competitor,71610000.0,tech65@company.vn,0971476068
L000648,2026-07-19 12:05:00,C0004,Vietnam Tech Vietnam,Industrial Manufacturing,Ha Noi,Facebook Ads,MC009,P001,Price Request,250-999,2,47,0,0,Unknown,30,E101,Disqualified,No Response,34320000.0,vietnam66@company.vn,0955726502
L000649,2026-08-12 17:02:00,C0014,Clean Health Vietnam,Pharmaceutical,Bac Ninh,Facebook Ads,MC009,P001,Product Recommendation,50-249,2,55,0,1,Approved,14,E101,Quoted,Project Delayed,33620000.0,clean67@company.vn,0913384201
L000650,2026-08-16 09:29:00,C0001,Green Asia Vietnam,Food & Beverage,Ho Chi Minh,Facebook,MC009,P001,Stock Check,50-249,1,85,0,0,Approved,30,E103,Qualified,Project Delayed,16590000.0,green68@company.vn,0925051401
L000651,2025-01-15 11:44:00,C0051,Solutions Bio Factory,Electronics,Ho Chi Minh City,Partner Referral,MC010,P002,Distributor Inquiry,50-249,3,86,1,0,Approved,60,E103,Quoted,Price,11040000.0,,
L000652,2025-01-26 12:48:00,C0003,Vietnam Green Vietnam,Medical Device,Ho Chi Minh City,Referral,MC010,P026,Sample Request,10-49,2,87,0,0,Approved,90,E103,Qualified,Lead Time,232120000.0,vietnam70@company.vn,0956988741
L000653,2025-01-26 13:15:00,C0005,Med Asia Vietnam,Industrial Manufacturing,Ho Chi Minh City,Referral,MC010,P011,Technical Inquiry,10-49,1,51,1,0,Approved,30,E103,Qualified,Lead Time,13310000.0,med71@company.vn,0953574175
L000654,2025-02-10 13:11:00,C0149,Lab Lab Co Ltd,Food & Beverage,Can Tho,Referral,MC010,P004,Sample Request,250-999,5,79,0,0,Unknown,180,E101,Disqualified,No Budget,35530000.0,lab72@company.vn,0967586411
L000655,2025-02-14 10:46:00,C0001,Green Asia Vietnam,Food & Beverage,Ho Chi Minh City,Referral,MC010,P001,Product Recommendation,50-249,1,94,1,0,Approved,60,E102,Disqualified,Student/Research,32500000.0,green73@company.vn,0947448605
L000656,2025-04-02 11:12:00,C0169,Green Precision Co Ltd,Industrial Manufacturing,Da Nang,Partner Referral,MC010,P007,Price Request,50-249,5,68,1,0,Approved,60,E103,Quoted,Project Delayed,6400000.0,green74@company.vn,0992993849
L000657,2025-05-01 08:09:00,C0053,Health Lab JSC,Pharmaceutical,Bac Ninh,Referral,MC010,P004,Sample Request,10-49,3,90,0,0,Unknown,30,E101,Disqualified,No Budget,41260000.0,health75@company.vn,
L000658,2025-05-01 14:51:00,C0004,Vietnam Tech Vietnam,Industrial Manufacturing,Ha Noi,Referral,MC010,P006,Price Request,250-999,1,76,1,0,Unknown,14,E101,Disqualified,No Budget,3540000.0,vietnam76@company.vn,0966132615
L000659,2025-05-20 08:07:00,C0074,Green Asia Co Ltd,Medical Device,Long An,Referral,MC010,P004,Stock Check,10-49,1,95,0,0,Under Review,30,E101,Quoted,Price,32420000.0,green77@company.vn,0910623923
L000660,2025-05-21 15:09:00,C0072,Med Vietnam Factory,Electronics,Binh Duong,Referral,MC010,P001,Product Recommendation,10-49,5,70,1,1,Approved,180,E103,Won,,33550000.0,,0916614940
L000661,2025-05-25 10:34:00,C0007,Nova Pharma Co Ltd,Medical Device,Ho Chi Minh City,Referral,MC010,P001,Sample Request,50-249,4,100,0,0,Unknown,60,E101,Qualified,No Budget,12500000.0,nova79@company.vn,0968288668
L000662,2025-06-02 10:02:00,C0031,Electronics Vietnam Vietnam,Laboratory,Bac Ninh,Referral,MC010,P009,Stock Check,50-249,1,79,1,0,Approved,30,E102,Qualified,Competitor,4980000.0,electronics80@company.vn,0922696008
L000663,2025-07-04 08:50:00,C0024,Green Scientific JSC,Pharmaceutical,Bac Ninh,Referral,MC010,P001,Technical Inquiry,50-249,2,93,1,0,Under Review,30,E102,Qualified,No Budget,25640000.0,green81@company.vn,0933365551
L000664,2025-07-20 08:51:00,C0033,Precision Clean Co Ltd,pharmaceutical,Ha Noi,Referral,MC010,P004,Price Request,50-249,1,81,0,0,Approved,14,E101,Disqualified,Not ICP,36070000.0,precision82@company.vn,0948523057
L000665,2025-07-22 11:49:00,C0006,Lab Industrial JSC,Pharmaceutical,Ho Chi Minh City,Referral,MC010,P009,Price Request,50-249,1,83,0,0,Approved,14,E102,Won,,13320000.0,lab83@company.vn,0994327380
L000666,2025-07-22 15:22:00,C0003,Vietnam Green Vietnam,Medical Device,Ho Chi Minh City,Referral,MC010,P004,Distributor Inquiry,10-49,1,71,1,0,Approved,60,E102,Disqualified,Not ICP,29240000.0,,0990206568
L000667,2025-07-27 15:38:00,C9005,Lab Industrial JSC,Pharmaceutical,hochiminh city,Referral,MC010,P003,Stock Check,50-249,4,97,0,0,Unknown,90,E101,Quoted,Lead Time,10560000.0,lab85@company.vn,0932130112
L000668,2025-08-11 15:25:00,C0041,Solutions Industrial Factory,Pharmaceutical,Ho Chi Minh City,Referral,MC010,P005,Stock Check,50-249,1,80,0,0,Unknown,14,E103,Won,,20880000.0,solutions86@company.vn,0927218260
L000669,2025-09-04 14:41:00,C0001,Green Asia Vietnam,Food and Beverage,Ho Chi Minh City,referral,MC010,P005,Distributor Inquiry,50-249,1,83,0,0,Approved,60,E102,Won,,20650000.0,green87@company.vn,0963591402
L000670,2025-09-14 09:24:00,C0065,Asia Clean Co Ltd,Pharmaceutical,Ha Noi,Referral,MC010,P001,Stock Check,50-249,1,81,0,0,Unknown,60,E103,Quoted,No Response,26700000.0,asia88@company.vn,0942370368
L000671,2025-09-16 12:18:00,C0003,Vietnam Green Vietnam,Medical Device,Ho Chi Minh City,Referral,MC010,P001,Sample Request,10-49,4,92,0,0,Unknown,60,E102,Won,,14470000.0,vietnam89@company.vn,0924478885
L000672,2025-10-03 17:07:00,C0081,Bio Precision Co Ltd,Electronics,Binh Duong,Referral,MC010,P025,Sample Request,250-999,2,96,0,0,Approved,60,E101,Disqualified,Outside Scope,173390000.0,,0910469217
L000673,2025-10-08 08:35:00,C0102,Med Med Factory,Laboratory,Ha Noi,Referral,MC010,P025,Sample Request,10-49,2,100,0,0,Under Review,60,E102,Qualified,Project Delayed,65130000.0,med91@company.vn,0947543241
L000674,2025-11-19 16:58:00,C0019,Scientific Med Factory,Trading Company,Dong Nai,Referral,MC010,P001,Price Request,250-999,2,83,0,0,Approved,30,E101,Won,,10590000.0,scientific92@company.vn,0989300715
L000675,2025-11-27 17:19:00,C0036,Scientific Advanced Vietnam,Pharmaceutical,Dong Nai,Partner Referral,MC010,P001,Price Request,50-249,2,85,0,0,Approved,90,E102,Disqualified,No Response,20650000.0,scientific93@company.vn,0914865474
L000676,2025-03-12 12:17:00,C0130,Lab Health Vietnam,Pharmaceutical,Da Nang,Referral,MC011,P010,Product Recommendation,50-249,2,100,1,0,Under Review,60,E102,Qualified,Specification,11980000.0,,0912323964
L000677,2025-04-08 12:07:00,C0093,Pharma Pharma JSC,Trading Company,Ho Chi Minh City,Referral,MC011,P015,Stock Check,10-49,1,84,1,0,Unknown,30,E101,Qualified,Competitor,1720000.0,pharma95@company.vn,0941588438
L000678,2025-05-19 12:32:00,C0044,Scientific Industrial Factory,Pharma,Binh Duong,Referral,MC011,P001,Distributor Inquiry,10-49,1,89,1,0,Approved,7,E103,Qualified,Lead Time,30840000.0,scientific96@company.vn,0948729277
L000679,2025-05-21 11:55:00,C0001,Green Asia Vietnam,Food & Beverage,Ho Chi Minh,Referral,MC011,P003,Technical Inquiry,50-249,3,100,0,0,Approved,90,E102,Won,,9250000.0,green0@company.vn,0917566006
L000680,2025-06-11 10:56:00,C0016,Lab Advanced Co Ltd,Food & Beverage,Dong Nai,Referral,MC011,P001,Product Recommendation,50-249,4,54,0,0,Approved,30,E101,Quoted,Lead Time,9290000.0,lab1@company.vn,0920608423
L000681,2025-06-20 09:45:00,,Green Solutions Co Ltd,Pharmaceutical,BinhDuong,Referral,MC011,P013,Sample Request,50-249,3,87,0,1,Unknown,30,E101,Disqualified,Not ICP,8820000.0,green2@company.vn,0960675200
L000682,2025-07-07 10:37:00,C0049,Bio Pharma Factory,Industrial Manufacturing,Da Nang,Referral,MC011,P006,Product Recommendation,50-249,2,76,0,1,Approved,14,E103,Disqualified,Not ICP,29560000.0,,
L000683,2025-08-01 09:05:00,C0008,Clean Electronics Vietnam,Pharmaceutical,Binh Duong,Referral,MC011,P002,Stock Check,50-249,5,100,1,0,Unknown,90,E101,Disqualified,No Response,6100000.0,clean4@company.vn,0988971352
L000684,2025-08-01 13:44:00,C0122,Nova Electronics Factory,Pharmaceutical,Dong Nai,referral,MC011,P027,Distributor Inquiry,50-249,3,68,0,0,Approved,60,E101,Won,,206180000.0,nova5@company.vn,0950719791
L000685,2025-08-05 12:07:00,C0068,Manufacturing Advanced Vietnam,Pharmaceutical,Ho Chi Minh City,Referral,MC011,P004,Product Recommendation,10-49,1,89,0,0,Under Review,90,E101,Qualified,Specification,15040000.0,manufacturing6@company.vn,
L000686,2025-09-03 17:51:00,C0030,Solutions Bio Vietnam,Medical Device,Long An,Referral,MC011,P022,Sample Request,10-49,6,72,0,0,Approved,60,E101,Quoted,Price,46510000.0,solutions7@company.vn,0930626433
L000687,2025-09-22 11:15:00,C0043,Health Med Vietnam,Food & Beverage,Long An,Referral,MC011,P001,Distributor Inquiry,50-249,8,73,1,0,Approved,30,E103,Won,,27150000.0,health8@company.vn,0912647658
L000688,2025-09-22 08:58:00,C0046,Electronics Asia Factory,Food & Beverage,Bac Ninh,Referral,MC011,P005,Product Recommendation,10-49,4,68,0,0,No Budget,60,E101,Qualified,Lead Time,21410000.0,electronics9@company.vn,0998741812
L000689,2025-10-13 15:30:00,C0115,Health Pharma JSC,Industrial Manufacturing,Binh Duong,Partner Referral,MC011,P001,Distributor Inquiry,250-999,3,93,0,0,Under Review,7,E102,Quoted,No Budget,22710000.0,health10@company.vn,0951317207
L000690,2025-10-18 08:38:00,C0026,Precision Lab JSC,Trading Company,Dong Nai,referral,MC011,P001,Sample Request,50-249,1,78,0,0,Unknown,30,E103,Disqualified,Student/Research,32940000.0,precision11@company.vn,0918971920
L000691,2025-10-21 09:14:00,C0019,Scientific Med Factory,Trading Company,Dong Nai,Referral,MC011,P022,Sample Request,250-999,1,62,0,0,Unknown,30,E101,Disqualified,No Budget,78600000.0,scientific12@company.vn,0913995606
L000692,2025-10-30 09:33:00,C0120, Industrial Bio Co Ltd  ,Food & Beverage,Ho Chi Minh City,Referral,MC011,P002,Distributor Inquiry,50-249,3,99,1,0,No Budget,60,E102,Qualified,Competitor,4750000.0,industrial13@company.vn,0964006952
L000693,2025-11-03 12:19:00,C0148,Clean Green JSC,Pharma,Binh Duong,Partner Referral,MC011,P015,Price Request,250-999,1,88,1,0,Under Review,90,E101,Won,,1310000.0,clean14@company.vn,0982660576
L000694,2025-11-03 14:31:00,C0010,Scientific Industrial Co Ltd,Industrial Manufacturing,Ho Chi Minh City,Referral,MC011,P027,Technical Inquiry,50-249,2,98,1,1,Unknown,60,E101,Qualified,Lead Time,125540000.0,scientific15@company.vn,0950875415
L000695,2025-11-06 12:17:00,C0034,Green Lab Co Ltd,Medical Device,Da Nang,Referral,MC011,P006,Product Recommendation,50-249,4,91,1,0,Under Review,14,E101,Disqualified,Not ICP,13060000.0,green16@company.vn,0966608218
L000696,2025-11-07 09:32:00,C0007,Nova Pharma Co Ltd,Med Device,Ho Chi Minh City,Referral,MC011,P004,Distributor Inquiry,50-249,4,86,1,0,Unknown,14,E103,Quoted,Lead Time,25090000.0,nova17@company.vn,0938954255
L000697,2025-11-20 08:35:00,C0138,Bio Advanced Vietnam,Pharmaceutical,Ha Noi,Referral,MC011,P001,Product Recommendation,50-249,1,94,1,0,Approved,14,E101,Quoted,Lead Time,25310000.0,bio18@company.vn,0953714528
L000698,2025-12-04 13:07:00,C0049,Bio Pharma Factory,Industrial Manufacturing,Da Nang,Referral,MC011,P001,Sample Request,50-249,2,80,0,0,Under Review,90,E102,Disqualified,Not ICP,13690000.0,bio19@company.vn,0958757350
L000699,2025-12-07 11:44:00,C0042,Bio Health Co Ltd,Pharmaceutical,Ha Noi,Referral,MC011,P001,Sample Request,50-249,3,70,0,0,Under Review,60,E103,Disqualified,No Budget,21090000.0,bio20@company.vn,0944064505
L000700,2025/12/28 08:24,C0145,Bio Health Vietnam,Cleanroom Contractor,dong nai,Referral,MC011,P001,Technical Inquiry,1000+,1,87,0,0,Unknown,14,E102,Disqualified,No Response,34120000.0,bio21@company.vn,0923570485
L000701,2026-01-20 13:46:00,C0002,Scientific Advanced Vietnam,Food & Beverage,Ha Noi,Referral,MC011,P004,Sample Request,1000+,1,96,1,0,No Budget,14,E102,Quoted,No Response,44690000.0,scientific22@company.vn,0999010212
L000702,2026-01-21 15:16:00,C0017,Advanced Vietnam Co Ltd,Medical Device,Dong Nai,Referral,MC011,P007,Distributor Inquiry,50-249,2,86,0,0,Unknown,30,E103,Disqualified,Not ICP,1350000.0,advanced23@company.vn,0933813970
L000703,2026-02-06 10:26:00,C0005,Med Asia Vietnam,Industrial Manufacturing,Ho Chi Minh City,Referral,MC011,P001,Price Request,10-49,7,89,1,0,No Budget,14,E103,Won,,9970000.0,,0978990318
L000704,2026-02-08 08:49:00,C0004,Vietnam Tech Vietnam,Industrial Manufacturing,Ha Noi,Referral,MC011,P004,Technical Inquiry,250-999,3,99,0,0,Unknown,14,E101,Disqualified,No Response,10330000.0,vietnam25@company.vn,0943418649
L000705,2026-02-11 08:28:00,,Precision Lab JSC,Distributor,Dong Nai,Referral,MC011,P001,Technical Inquiry,50-249,2,76,1,0,Approved,180,E101,Qualified,No Response,26880000.0,precision26@company.vn,0934381515
L000706,2026/02/14 17:37,C0024,Green Scientific JSC,Pharmaceutical,Bac Ninh,Referral,MC011,P005,Distributor Inquiry,50-249,5,95,0,0,Unknown,30,E102,Qualified,Price,6380000.0,green27@company.vn,0966533825
L000707,2026-03-12 11:42:00,C0174,Asia Scientific Vietnam,Food & Beverage,Dong Nai,Referral,MC011,P026,Distributor Inquiry,250-999,1,79,1,0,Unknown,30,E101,Quoted,Price,238600000.0,asia28@company.vn,0916410926
L000708,2026-03-20 15:27:00,C0023,Bio Precision JSC,Electronics,Dong Nai,Referral,MC011,P003,Product Recommendation,50-249,1,92,1,1,Unknown,14,E102,Won,,7650000.0,bio29@company.vn,0930922249
L000709,2026-03-31 14:12:00,C0162,Solutions Vietnam Factory,Pharmaceutical,Binh Duong,Referral,MC011,P006,Price Request,50-249,3,100,0,0,Approved,7,E101,Quoted,Price,14660000.0,solutions30@company.vn,0919814810
L000710,2026-04-20 17:45:00,C0041,Solutions Industrial Factory,Pharmaceutical,Ho Chi Minh City,Referral,MC011,P001,Price Request,50-249,2,67,1,0,No Budget,7,E102,Quoted,Lead Time,25040000.0,,0923381673
L000711,2026-04-21 13:40:00,C0015,Lab Green Co Ltd,Trading Company,Ha Noi,Referral,MC011,P001,Price Request,50-249,1,99,0,0,Approved,90,E102,Quoted,Competitor,14060000.0,lab32@company.vn,0935336321
L000712,2026-05-09 10:07:00,,Industrial Bio Co Ltd,F&B,Ho Chi Minh City,Referral,MC011,P002,Stock Check,50-249,1,81,1,0,Unknown,60,E102,Qualified,Lead Time,5720000.0,industrial33@company.vn,0917726677
L000713,2026-05-20 12:40:00,C0001,Green Asia Vietnam,Food & Beverage,Ho Chi Minh City,Referral,MC011,P007,Sample Request,50-249,3,91,0,0,Unknown,14,E101,Qualified,Price,3730000.0,green34@company.vn,0974497427
L000714,2026-05-25 17:26:00,C0003,Vietnam Green Vietnam,Medical Device,Ho Chi Minh City,Referral,MC011,P001,Distributor Inquiry,10-49,2,77,0,0,No Budget,180,E101,Quoted,Project Delayed,23400000.0,vietnam35@company.vn,0928557671
L000715,2026-07-29 09:37:00,C0007,Nova Pharma Co Ltd,Medical Device,Ho Chi Minh City,Referral,MC011,P001,Sample Request,50-249,3,54,0,0,No Budget,30,E101,Qualified,Price,35010000.0,nova36@company.vn,
L000716,2026-08-13 08:50:00,C0035,Pharma Scientific Vietnam,Pharmaceutical,Ho Chi Minh City,Referral,MC011,P024,Product Recommendation,1000+,1,55,0,0,Unknown,14,E101,Qualified,Price,435990000.0,pharma37@company.vn,0985172451
L000717,2025-01-16 14:08:00,C0080,Industrial Med Factory,Medical Device,Binh Duong,Email,MC012,P008,Stock Check,1000+,4,59,1,0,Unknown,30,E101,Qualified,No Response,8230000.0,industrial38@company.vn,0918427360
L000718,2025-01-26 17:20:00,C0066,Lab Green Factory,Distributor,Binh Duong,Email,MC012,P004,Stock Check,250-999,3,85,0,0,Approved,30,E102,Quoted,Project Delayed,6130000.0,lab39@company.vn,0983056935
L000719,2025-01-31 09:54:00,C0117, Electronics Manufacturing JSC  ,Electronics,Bac Ninh,Email,MC012,P013,Price Request,50-249,2,51,0,1,Unknown,30,E102,Disqualified,No Budget,10070000.0,electronics40@company.vn,0939754534
L000720,2025-01-31 11:46:00,C0129,Lab Solutions Vietnam,Distributor,Ho Chi Minh City,Email,MC012,P001,Technical Inquiry,1000+,1,77,1,0,Approved,14,E101,Quoted,No Budget,14560000.0,lab41@company.vn,0972291736
L000721,2025-02-28 14:50:00,C0001,Green Asia Vietnam,Food & Beverage,TP.HCM,Email,MC012,P005,Product Recommendation,50-249,4,95,0,0,Under Review,7,E102,Quoted,Lead Time,6350000.0,green42@company.vn,0957430027
L000722,2025-03-14 09:52:00,C0002,Scientific Advanced Vietnam,Food & Beverage,Ha Noi,Email,MC012,P001,Stock Check,1000+,4,93,1,0,Approved,90,E101,Disqualified,Student/Research,34320000.0,scientific43@company.vn,0929690226
L000723,2025-03-19 09:07:00,C0028,Med Bio JSC,Electronics,BinhDuong,Email,MC012,P011,Distributor Inquiry,10-49,2,75,0,1,Approved,60,E102,Won,,8420000.0,med44@company.vn,0970198424
L000724,2025-05-18 14:13:00,C0011,Asia Vietnam JSC,Pharmaceutical,Ho Chi Minh City,email,MC012,P001,Distributor Inquiry,250-999,5,54,0,0,Approved,14,E102,Won,,32550000.0,asia45@company.vn,0978472691
L000725,2025-06-02 09:30:00,C0134,Health Scientific Vietnam,Medical Device,Ho Chi Minh City,Email,MC012,P001,Product Recommendation,50-249,3,67,0,0,Unknown,7,E102,Qualified,Specification,30670000.0,health46@company.vn,0973632795
L000726,2025-06-11 12:54:00,C0005,Med Asia Vietnam,Industrial Mfg,TP.HCM,Email,MC012,P016,Distributor Inquiry,10-49,1,92,0,0,Unknown,90,E103,Disqualified,Outside Scope,21420000.0,med47@company.vn,0918942333
L000727,2025-07-08 14:11:00,C0041, Solutions Industrial Factory  ,Pharmaceutical,Ho Chi Minh City,Email,MC012,P002,Distributor Inquiry,50-249,3,57,0,0,Unknown,60,E102,Disqualified,No Response,18520000.0,solutions48@company.vn,0969015559
L000728,2025-07-18 08:34:00,C0032,Bio Industrial Vietnam,Industrial Manufacturing,Ho Chi Minh City,Email,MC012,P001,Stock Check,50-249,4,92,1,0,Approved,30,E103,Won,,23480000.0,bio49@company.vn,
L000729,2025-07-25 17:46:00,C0018,Solutions Health Vietnam,Cleanroom Contractor,Ha Noi,Email,MC012,P001,Sample Request,250-999,2,75,0,0,Under Review,14,E103,Qualified,Project Delayed,29770000.0,solutions50@company.vn,0956092339
L000730,2025-08-14 10:14:00,C0001,Green Asia Vietnam,Food & Beverage,Ho Chi Minh City,Email,MC012,P009,Price Request,50-249,2,74,1,0,Unknown,180,E102,Disqualified,No Response,3560000.0,green51@company.vn,0949061915
L000731,2025-10-01 13:13:00,C0021,Solutions Clean Factory,Pharmaceutical,Ho Chi Minh City,Email,MC012,P010,Sample Request,10-49,2,53,0,0,Approved,30,E101,Disqualified,Not ICP,23760000.0,solutions52@company.vn,0996278441
L000732,2025-11-14 10:42:00,C0138, Bio Advanced Vietnam  ,Pharmaceutical,Ha Noi,Email,MC012,P012,Technical Inquiry,50-249,2,77,1,0,Under Review,90,E103,Won,,21190000.0,bio53@company.vn,
L000733,2025-11-28 13:30:00,C0110,Green Industrial Co Ltd,Pharmaceutical,Binh Duong,Email,MC012,P004,Technical Inquiry,1000+,3,98,0,0,Unknown,14,E101,Quoted,Price,74850000.0,green54@company.vn,
L000734,2026-01-09 09:50:00,C0103,Vietnam Health Vietnam,Industrial Manufacturing,Dong Nai,Email,MC012,P018,Product Recommendation,1000+,3,77,0,0,Under Review,60,E103,Won,,3900000.0,vietnam55@company.vn,0990010072
L000735,2026-03-03 15:22:00,C0042,Bio Health Co Ltd,Pharma,Ha Noi,Email,MC012,P002,Sample Request,50-249,4,72,0,0,Unknown,7,E101,Won,,15000000.0,bio56@company.vn,
L000736,2026-03-06 16:35:00,C0004,Vietnam Tech Vietnam,Industrial Manufacturing,Ha Noi,Email,MC012,P004,Technical Inquiry,250-999,4,66,0,0,Approved,90,E101,Quoted,No Response,30450000.0,,0993448184
L000737,2026-03-06 16:40:00,C0096,Green Electronics Factory,Med Device,Dong Nai,Email,MC012,P023,Stock Check,50-249,2,48,0,0,Approved,90,E101,Disqualified,Outside Scope,117200000.0,green58@company.vn,0960751539
L000738,2026-03-29 09:48:00,C0015,Lab Green Co Ltd,Trading Company,Ha Noi,Email,MC012,P011,Technical Inquiry,50-249,6,54,0,1,Unknown,60,E102,Disqualified,Not ICP,1820000.0,lab59@company.vn,0990913006
L000739,2026-04-02 16:37:00,C0167,Health Health Co Ltd,Medical Devices,Ho Chi Minh City,Email,MC012,P001,Sample Request,50-249,8,85,0,0,Approved,14,E101,Qualified,Price,15290000.0,health60@company.vn,0953744593
L000740,2026-04-16 15:14:00,C0010,Scientific Industrial Co Ltd,Industrial Manufacturing,Ho Chi Minh City,Email,MC012,P027,Product Recommendation,50-249,4,100,0,0,Approved,7,E102,Quoted,No Response,176330000.0,scientific61@company.vn,0974653117
L000741,2026-04-20 16:44:00,C0001,Green Asia Vietnam,Food & Beverage,Ho Chi Minh City,Email,MC012,P004,Distributor Inquiry,50-249,3,94,0,0,Approved,7,E101,Quoted,Lead Time,23250000.0,,0962874919
L000742,2026-05-15 11:31:00,C0020,Health Nova Co Ltd,Manufacturing,Dong Nai,Email,MC012,P013,Product Recommendation,50-249,3,100,0,0,Unknown,7,E102,Disqualified,No Response,16050000.0,health63@company.vn,0926304352
L000743,2026-06-09 10:43:00,,Clean Electronics Vietnam,Pharmaceutical,Binh Duong,Email,MC012,P002,Price Request,50-249,2,62,0,1,Approved,60,E101,Won,,18230000.0,clean64@company.vn,0977209820
L000744,2026-07-04 17:07:00,C0084,Nova Vietnam JSC,Electronic,Dong Nai,Email,MC012,P027,Distributor Inquiry,250-999,4,62,1,0,Approved,180,E103,Disqualified,Not ICP,160560000.0,,0925799379
L000745,2025-06-09 09:20:00,C0021,Solutions Clean Factory,Pharma,hochiminh city,Email,MC013,P002,Price Request,10-49,8,77,0,0,Approved,30,E103,Disqualified,No Budget,4590000.0,solutions66@company.vn,0918655560
L000746,19/08/2025 10:49,C0051,Solutions Bio Factory,Electronics,Ho Chi Minh City,Email,MC013,P001,Price Request,50-249,7,74,0,0,Unknown,14,E102,Won,,16730000.0,solutions67@company.vn,0936402614
L000747,2025-10-01 08:34:00,,Green Lab Co Ltd,Medical Device,Da Nang,Email,MC013,P001,Product Recommendation,50-249,5,73,0,1,Under Review,7,E103,Qualified,Specification,3000000.0,green68@company.vn,0997519369
L000748,2025-11-14 15:36:00,C0009,Tech Tech Factory,Pharmaceutical,Dong Nai,EDM,MC013,P009,Technical Inquiry,50-249,4,76,1,1,Approved,30,E102,Won,,13080000.0,tech69@company.vn,0992551430
L000749,2025-11-21 13:40:00,C0015,Lab Green Co Ltd,Trading Company,Ha Noi,EDM,MC013,P001,Technical Inquiry,50-249,3,70,0,0,Unknown,90,E101,Qualified,Competitor,4630000.0,lab70@company.vn,0983591615
L000750,2025-12-25 08:14:00,C0130,Lab Health Vietnam,Pharmaceutical,Da Nang,Email,MC013,P001,Sample Request,50-249,3,57,1,0,Unknown,14,E101,Won,,23200000.0,lab71@company.vn,0988025339
L000751,2026-01-26 16:06:00,C0060,Tech Advanced Factory,Pharmaceutical,Dong Nai,Email,MC013,P002,Product Recommendation,1000+,1,71,0,0,Approved,30,E103,Qualified,No Budget,42920000.0,tech72@company.vn,0946980259
L000752,2026-01-27 10:59:00,C0010,Scientific Industrial Co Ltd,Industrial Manufacturing,Ho Chi Minh City,Email,MC013,P024,Stock Check,50-249,1,60,0,0,Under Review,30,E102,Qualified,Price,132200000.0,scientific73@company.vn,0933141220
L000753,2026-02-24 10:08:00,C0034,Green Lab Co Ltd,Medical Device,Da Nang,Email,MC013,P004,Sample Request,50-249,3,86,0,1,Unknown,180,E101,Disqualified,Not ICP,34640000.0,green74@company.vn,0958205393
L000754,2026-03-23 10:14:00,C0082,Health Tech Vietnam,Electronics,Ha Noi,Email,MC013,P011,Price Request,1000+,4,77,0,0,Approved,30,E103,Disqualified,Student/Research,7090000.0,health75@company.vn,0912928733
L000755,2026-03-26 17:10:00,C0002,Scientific Advanced Vietnam,Food and Beverage,Ha Noi,email,MC013,P005,Stock Check,1000+,5,85,1,1,Unknown,30,E102,Quoted,Specification,57250000.0,scientific76@company.vn,0920493457
L000756,2026-03-31 16:26:00,C0042,Bio Health Co Ltd,Pharmaceutical,Ha Noi,Email,MC013,P003,Technical Inquiry,50-249,2,63,0,0,Unknown,60,E101,Quoted,Project Delayed,6640000.0,bio77@company.vn,
L000757,2026-04-03 14:45:00,C0019,Scientific Med Factory,Trading Company,Dong Nai,Email,MC013,P002,Stock Check,250-999,2,55,0,0,Under Review,60,E103,Qualified,Specification,6570000.0,scientific78@company.vn,0962006868
L000758,2026-04-21 13:08:00,C0002,Scientific Advanced Vietnam,Food and Beverage,Ha Noi,Email,MC013,P004,Product Recommendation,1000+,3,72,0,0,Approved,14,E103,Qualified,Price,7090000.0,,0925655223
L000759,2026-07-20 16:11:00,,Vietnam Tech Vietnam,Industrial Manufacturing,Ha Noi,EDM,MC013,P002,Product Recommendation,250-999,1,74,0,1,Under Review,60,E102,Won,,5320000.0,vietnam80@company.vn,0997460901
L000760,2026-08-06 10:13:00,C0123,Asia Asia Factory,Food & Beverage,Binh Duong,Email,MC013,P016,Stock Check,1000+,5,76,0,0,Approved,60,E102,Qualified,No Budget,16260000.0,asia81@company.vn,0948238584
